age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
21,2,109952,11,9,2,2,0,4,1,0,0,40,38,0
24,2,164529,2,8,4,4,3,2,1,0,0,40,38,0
36,2,247750,11,9,2,13,0,2,1,0,0,45,38,0
23,5,103588,15,10,4,0,3,4,1,0,0,25,38,0
29,4,178551,11,9,2,2,0,4,1,0,0,40,38,0
38,2,136137,15,10,2,3,2,4,1,0,0,50,38,1
47,0,55377,9,13,4,0,4,2,1,0,0,40,38,1
39,1,177728,12,14,0,9,1,4,0,0,0,40,38,0
40,1,243580,9,13,2,9,0,4,1,0,0,48,38,0
32,2,63910,11,9,0,0,3,1,0,0,0,40,38,0
23,2,219535,11,9,4,3,3,4,1,0,0,40,38,0
44,5,180609,11,9,2,10,0,4,1,0,0,40,38,0
70,2,170428,9,13,6,9,4,4,0,0,0,20,32,0
66,2,193132,6,5,5,7,1,2,0,0,0,30,38,0
57,3,124137,15,10,2,3,0,4,1,0,0,40,38,0
36,2,136629,15,10,2,6,0,4,1,0,0,40,38,1
48,3,148995,9,13,0,11,1,4,1,0,0,60,38,1
51,2,63424,12,14,2,9,5,4,0,0,0,40,38,1
43,2,241895,9,13,2,3,0,4,1,0,0,50,38,1
27,2,266973,11,9,2,2,0,4,1,0,0,60,38,0
32,2,188048,9,13,4,0,3,4,0,0,0,40,38,0
20,2,366929,15,10,4,0,3,4,0,0,0,35,38,0
33,2,214129,15,10,0,0,1,4,0,0,0,40,38,0
19,2,250818,15,10,4,0,1,4,1,0,0,40,38,0
32,1,240979,15,10,2,2,0,4,1,0,0,60,38,1
35,2,98283,14,15,4,9,1,1,1,0,0,40,18,1
39,2,103710,11,9,4,11,4,4,0,0,0,60,38,0
24,2,159580,9,13,4,7,3,2,0,0,0,75,38,0
45,2,117409,15,10,2,3,0,4,1,0,0,40,38,1
20,2,140001,15,10,4,0,3,4,1,0,0,40,38,0
49,5,31650,9,13,2,9,2,4,0,0,0,45,38,0
35,5,80771,12,14,4,9,1,4,0,0,0,40,38,0
30,2,66278,11,9,4,0,1,4,0,0,0,40,38,0
33,2,206609,9,13,2,3,0,4,1,0,0,45,38,0
35,2,282461,11,9,2,13,0,4,1,0,0,50,38,0
31,2,188246,12,14,2,9,0,4,1,0,0,50,38,0
20,2,279763,1,7,4,2,1,2,1,0,0,25,38,0
44,2,467799,11,9,2,2,0,4,1,0,0,40,38,0
33,4,137674,11,9,2,7,0,2,1,0,0,40,38,0
50,2,158284,15,10,2,6,0,4,1,0,0,40,38,0
25,2,204219,11,9,4,0,4,4,0,0,0,40,25,0
28,5,210498,11,9,2,10,0,4,1,0,0,40,38,0
60,0,63526,9,13,2,0,0,2,1,0,0,40,38,1
38,0,216924,8,11,2,2,0,4,1,0,0,40,38,0
38,2,372559,15,10,2,2,0,2,1,0,0,40,38,0
50,2,168539,11,9,2,2,0,4,1,0,0,40,38,1
39,1,189911,1,7,0,0,4,4,0,0,0,40,38,0
42,2,204450,11,9,2,5,0,2,1,0,0,40,38,0
53,2,311350,9,13,2,3,0,4,1,0,0,50,38,1
37,2,113750,9,13,2,5,0,4,1,0,0,40,38,0
37,2,359591,0,6,2,2,0,4,1,0,0,40,38,0
20,2,301199,15,10,4,7,3,4,0,0,0,24,38,0
38,5,267540,15,10,5,0,4,2,0,0,0,38,38,0
52,2,185407,8,11,2,2,0,4,1,0,0,48,30,1
48,3,191277,8,11,2,3,0,4,1,0,0,50,38,1
30,2,78980,8,11,2,6,0,4,1,0,0,40,38,1
47,2,216999,11,9,2,11,0,4,1,0,0,45,38,0
33,1,120508,9,13,0,10,4,4,0,0,0,60,10,0
33,2,122612,11,9,3,7,1,1,0,0,0,35,36,0
20,2,94057,15,10,4,7,3,4,1,0,0,15,38,0
41,5,197558,9,13,0,3,1,4,1,0,0,40,38,0
36,0,184556,9,13,2,3,5,4,0,0,0,40,38,0
46,2,268281,9,13,4,9,1,4,0,0,0,40,38,0
45,2,235646,9,13,2,3,0,4,1,0,0,40,38,1
18,2,186909,15,10,4,7,3,4,0,0,0,16,38,0
62,2,35783,15,10,2,13,0,4,1,0,0,60,38,0
33,2,188861,11,9,2,6,0,4,1,0,0,40,38,0
42,2,363591,11,9,0,2,4,4,1,0,0,40,38,0
18,2,469921,15,10,4,9,3,4,0,0,0,40,38,0
32,2,51150,8,11,0,0,4,4,0,0,0,40,38,0
43,2,174325,5,4,2,13,0,2,1,0,0,40,38,0
20,2,347530,11,9,4,7,4,2,0,0,0,25,38,0
50,2,72351,9,13,0,11,1,4,1,0,0,45,38,0
36,2,188571,11,9,2,2,0,4,1,0,0,40,38,0
22,2,255252,11,9,4,2,3,4,1,0,0,40,38,0
30,2,291951,11,9,2,2,0,2,1,0,0,40,38,0
33,4,223046,11,9,4,2,1,4,1,0,0,40,38,0
43,1,37937,7,12,2,12,0,4,1,0,0,43,38,0
38,2,295127,15,10,2,6,0,4,1,0,0,40,38,0
34,1,183801,9,13,4,7,1,4,1,0,0,14,38,0
40,2,116218,15,10,5,0,4,4,0,0,0,45,38,0
40,2,143069,11,9,2,6,0,4,1,0,0,40,38,0
41,1,235951,14,15,2,9,0,4,1,0,0,50,38,1
57,2,112840,15,10,2,11,0,4,1,0,0,50,38,1
52,0,43705,15,10,2,7,0,4,1,0,0,50,38,0
48,2,101299,7,12,2,9,0,4,1,0,0,45,38,0
45,2,96798,4,3,0,13,4,4,1,0,0,40,38,0
24,2,194654,11,9,2,10,0,4,1,0,0,40,38,0
27,5,206889,7,12,4,10,1,4,1,0,0,40,38,0
24,2,200679,11,9,4,4,3,2,1,0,0,50,38,0
71,2,183678,14,15,2,9,0,4,1,0,0,16,38,0
17,2,33138,2,8,4,11,3,4,1,0,0,40,38,0
33,2,169496,11,9,2,5,0,4,1,0,0,40,38,0
41,2,58124,11,9,2,7,0,4,1,0,0,40,38,0
25,2,356344,9,13,4,0,3,4,0,0,0,40,38,0
42,4,444134,11,9,2,4,0,4,1,0,0,15,38,0
34,2,219619,11,9,4,5,1,4,1,0,0,40,38,0
27,1,331046,9,13,4,9,1,4,0,0,0,45,38,0
24,2,100345,9,13,4,9,3,4,1,0,0,20,38,0
23,2,205653,9,13,4,5,3,4,1,0,0,30,38,0
33,2,112383,15,10,2,9,0,4,1,0,0,40,38,0
25,2,135568,6,5,2,5,0,4,1,0,0,40,38,0
44,2,190532,12,14,4,9,1,4,0,0,0,55,38,0
53,0,266598,11,9,2,9,0,4,1,0,0,40,38,1
38,1,116608,11,9,2,0,5,4,0,0,0,35,38,1
36,2,353263,9,13,4,9,1,4,0,0,0,45,38,1
25,5,157617,11,9,4,3,1,4,1,0,0,40,38,0
54,0,21698,9,13,0,3,4,4,0,0,0,40,38,0
31,2,77143,2,8,5,13,4,2,1,0,0,40,38,0
18,5,342852,11,9,4,0,3,4,1,0,0,40,38,0
40,2,176602,11,9,0,7,1,2,1,0,0,40,38,0
26,2,146343,15,10,2,11,5,2,0,0,0,40,38,0
22,2,215546,7,12,4,3,1,4,1,0,0,55,38,0
50,5,173020,15,10,2,2,0,4,1,0,0,40,38,0
44,2,252202,11,9,0,0,1,4,0,0,0,40,38,0
37,2,497300,11,9,4,7,4,2,1,0,0,40,38,0
34,4,426431,9,13,2,2,0,4,1,0,0,40,38,0
45,0,162410,15,10,6,12,1,4,0,0,0,45,38,1
25,2,190350,0,6,2,7,3,4,0,0,0,35,38,0
20,2,194504,15,10,5,11,4,2,0,0,0,40,38,0
46,0,110884,11,9,4,0,1,0,1,0,0,40,38,0
26,2,187652,7,12,4,12,3,4,1,0,0,40,38,0
45,2,81400,3,2,2,7,5,4,0,0,0,25,7,0
57,2,180920,11,9,2,13,0,4,1,0,0,40,38,1
28,2,189186,8,11,4,11,1,4,1,0,0,40,38,0
32,2,207301,11,9,4,5,1,4,0,0,0,40,38,0
29,2,293073,9,13,4,11,1,4,1,0,0,50,38,1
36,2,210452,9,13,0,9,4,4,1,0,0,45,38,0
19,2,41400,11,9,4,5,3,4,1,0,0,30,38,0
27,2,164170,9,13,4,12,4,1,0,0,0,20,29,0
48,2,112906,12,14,2,13,0,4,1,0,0,55,38,1
49,4,126268,9,13,2,2,0,4,1,0,0,50,38,0
61,2,28291,11,9,0,4,1,4,0,0,0,82,38,0
42,0,31621,7,12,0,0,1,4,0,0,0,40,38,0
30,1,108386,8,11,2,10,0,4,1,0,0,40,38,0
32,4,134727,11,9,2,6,0,4,1,0,0,40,38,0
37,2,208391,15,10,2,13,0,4,1,0,0,40,38,1
35,2,112271,15,10,2,2,0,4,1,0,0,45,38,0
30,2,173350,8,11,3,0,1,4,0,0,0,40,38,0
30,2,243190,14,15,2,9,0,1,1,0,0,20,18,1
55,2,185436,15,10,2,3,0,4,1,0,0,70,38,1
36,2,290409,15,10,2,13,0,4,1,0,0,40,38,0
33,2,80058,11,9,4,7,3,4,1,0,0,48,38,0
56,1,370045,9,13,2,9,0,4,1,0,0,40,38,1
37,2,231180,11,9,2,6,0,4,1,0,0,40,38,0
28,2,119793,11,9,4,11,3,4,1,0,0,60,38,0
38,2,102178,11,9,2,13,0,4,1,0,0,50,38,0
48,2,232840,15,10,6,0,4,4,0,0,0,43,38,0
35,2,33975,7,12,2,2,0,4,1,0,0,40,38,0
39,1,256997,9,13,2,2,0,4,1,0,0,40,38,0
64,2,298301,11,9,2,7,0,4,1,0,0,40,38,0
22,2,310380,11,9,4,0,4,2,0,0,0,40,38,0
45,1,182100,9,13,2,11,0,4,1,0,0,40,38,1
27,2,501172,4,3,2,13,0,4,1,0,0,40,25,0
43,5,143939,11,9,0,0,4,4,0,0,0,50,38,1
23,2,85088,15,10,4,7,3,4,0,0,0,37,38,0
39,2,230054,12,14,2,9,0,4,1,0,0,50,38,1
63,2,236338,11,9,2,11,5,4,0,0,0,35,38,0
37,2,321943,14,15,2,9,0,4,1,0,0,40,38,1
26,0,218782,11,9,2,0,0,3,1,0,0,40,38,0
33,2,191385,9,13,4,9,1,4,1,0,0,40,1,0
28,2,126129,15,10,4,0,1,4,0,0,0,40,38,0
20,2,199268,15,10,4,7,3,4,0,0,0,20,38,0
34,2,255693,11,9,2,0,5,4,0,0,0,20,38,0
34,2,203488,15,10,2,13,0,4,1,0,0,40,38,0
41,2,203233,11,9,2,3,0,4,1,0,0,40,38,1
38,2,203836,15,10,2,11,0,4,1,0,0,50,38,1
38,2,116358,15,10,2,7,0,1,1,0,0,40,29,0
43,4,89636,9,13,2,11,5,1,0,0,0,60,34,0
49,2,120629,15,10,6,11,4,4,0,0,0,30,38,0
26,1,150226,9,13,4,9,3,4,0,0,0,35,38,0
28,2,137898,11,9,0,0,1,4,0,0,0,35,38,0
54,3,146574,11,9,2,2,0,4,1,0,0,40,38,1
24,2,142022,15,10,4,5,3,4,1,0,0,50,38,0
23,2,284898,15,10,4,3,3,4,1,0,0,30,38,0
55,1,212448,11,9,0,0,1,4,0,0,0,40,38,0
58,4,203039,6,5,5,2,1,4,1,0,0,40,38,0
19,2,105289,0,6,4,7,2,2,0,0,0,20,38,0
45,2,242994,15,10,4,11,1,4,1,0,0,52,38,0
30,2,196385,15,10,2,2,0,4,1,0,0,45,38,1
76,2,116202,11,9,6,7,4,4,0,0,0,33,38,0
47,2,140045,11,9,5,0,4,4,0,0,0,40,38,0
40,2,226585,15,10,2,0,5,4,0,0,0,35,38,1
24,2,85041,11,9,5,7,4,4,0,0,0,25,38,0
24,2,216563,11,9,2,6,5,4,0,0,0,40,38,0
43,1,231964,15,10,0,0,4,4,0,0,0,40,38,0
29,2,263855,2,8,4,2,4,4,1,0,0,40,38,0
40,2,124915,11,9,2,6,0,4,1,0,0,40,38,0
61,0,178312,15,10,2,9,0,4,1,0,0,40,38,0
21,5,39236,15,10,4,12,1,4,0,0,0,50,38,0
52,2,75839,15,10,2,12,0,4,1,0,0,40,38,0
34,2,176711,11,9,4,0,3,4,1,0,0,40,38,0
46,2,331776,11,9,2,6,0,4,1,0,0,40,38,0
54,2,111469,15,10,0,3,1,4,0,0,0,40,38,0
43,5,198965,12,14,2,9,0,4,1,0,0,40,38,1
25,2,288185,6,5,2,6,0,4,1,0,0,40,25,0
21,2,198050,7,12,4,0,1,4,0,0,0,25,38,0
37,2,173128,11,9,0,7,1,4,1,0,0,40,38,0
44,2,173704,9,13,2,3,0,4,1,0,0,40,38,1
38,2,323269,15,10,2,7,5,2,0,0,0,40,38,0
32,2,133503,11,9,2,0,0,4,1,0,0,40,38,0
44,4,172296,15,10,5,11,4,4,1,0,0,60,38,0
23,2,176486,15,10,4,7,2,4,0,0,0,25,38,0
25,3,182750,9,13,4,11,1,4,1,0,0,45,38,1
23,2,82497,15,10,4,11,3,4,0,0,0,28,38,0
47,2,208872,15,10,2,2,0,4,1,0,0,40,38,0
47,2,145269,1,7,0,2,1,4,0,0,0,45,38,0
25,2,19214,11,9,4,5,1,4,1,0,0,40,38,0
35,2,149347,15,10,2,2,0,4,1,0,0,45,38,0
47,2,152073,11,9,0,6,4,4,0,0,0,40,38,0
35,2,189623,10,16,2,3,0,4,1,0,0,45,38,1
24,2,341368,11,9,4,0,1,4,1,0,0,40,38,0
35,2,270572,9,13,0,9,1,4,0,0,0,40,38,1
30,2,285295,9,13,2,7,5,1,0,0,0,40,29,0
17,2,126779,1,7,4,7,3,2,1,0,0,20,38,0
27,2,373499,4,3,4,7,1,4,1,0,0,60,7,0
22,2,244773,11,9,4,11,3,2,0,0,0,15,38,0
22,5,96862,15,10,4,0,3,4,0,0,0,40,38,0
50,2,162632,11,9,2,2,0,4,1,0,0,2,38,0
51,4,159755,8,11,2,12,0,4,1,0,0,38,38,1
27,2,37088,9,13,2,12,0,4,1,0,0,30,38,0
27,2,335421,9,13,4,9,1,4,0,0,0,20,38,0
20,5,349365,11,9,4,7,1,4,0,0,0,40,38,0
42,2,33002,11,9,2,3,0,4,1,0,0,48,38,0
45,2,146857,9,13,2,3,0,4,1,0,0,38,38,1
35,2,275522,5,4,6,7,4,4,0,0,0,80,38,0
22,2,43646,11,9,2,2,3,4,1,0,0,40,38,0
34,2,154548,15,10,4,0,4,4,0,0,0,38,38,0
28,2,47907,9,13,4,0,1,4,0,0,0,40,38,0
38,2,238397,9,13,0,8,4,4,0,0,0,24,38,0
48,1,195949,15,10,2,10,0,4,1,0,0,42,38,1
34,2,349169,12,14,2,2,0,4,1,0,0,40,25,0
25,2,158662,11,9,2,0,5,4,0,0,0,50,38,1
23,1,23438,11,9,4,9,1,4,0,0,0,40,38,0
38,2,107302,15,10,2,11,0,4,1,0,0,60,38,1
43,2,174196,11,9,4,7,4,2,0,0,0,40,38,0
49,1,226871,11,9,2,6,0,2,1,0,0,40,38,1
23,2,124971,15,10,0,0,1,4,1,0,0,40,38,0
57,2,214061,11,9,0,0,1,4,0,0,0,40,38,0
24,2,441700,9,13,4,12,3,4,1,0,0,40,38,0
44,3,104892,15,10,2,2,0,4,1,0,0,58,38,1
34,2,234386,7,12,0,2,1,4,1,0,0,50,38,0
29,1,188278,15,10,2,9,0,4,1,0,0,40,38,0
29,2,244395,1,7,4,7,4,2,0,0,0,40,38,0
35,2,30916,11,9,2,13,0,4,1,0,0,50,38,1
48,2,219565,11,9,2,2,0,4,1,0,0,40,38,0
38,2,377486,11,9,4,2,1,4,1,0,0,36,38,0
42,1,137232,11,9,0,10,4,4,0,0,0,50,38,0
53,2,233369,15,10,6,3,4,4,0,0,0,40,38,0
29,2,71067,14,15,4,9,1,4,0,0,0,55,38,0
59,2,195176,9,13,2,11,0,4,1,0,0,72,38,0
31,2,98639,11,9,4,2,4,4,1,0,0,40,38,0
34,2,183778,11,9,2,2,0,4,1,0,0,40,38,0
46,2,81497,11,9,0,5,1,4,0,0,0,48,38,0
45,2,189225,11,9,4,7,4,2,0,0,0,40,38,0
23,2,141264,15,10,4,3,2,2,0,0,0,40,38,0
33,2,97939,7,12,0,6,1,4,0,0,0,42,38,0
44,2,160829,9,13,2,12,5,4,0,0,0,20,38,1
25,2,483822,11,9,4,7,3,4,1,0,0,40,7,0
48,5,148738,15,10,0,7,3,4,1,0,0,40,38,0
23,2,289982,11,9,4,11,1,4,0,0,0,40,38,0
20,2,146706,15,10,2,11,2,4,0,0,0,30,38,0
23,2,420973,9,13,4,9,1,4,0,0,0,40,38,0
71,2,124959,11,9,6,0,1,4,0,0,0,40,38,0
22,5,121471,9,13,4,9,1,4,0,0,0,40,38,0
27,2,280758,1,7,4,2,2,4,1,0,0,60,38,0
40,2,191544,11,9,4,7,1,4,0,0,0,35,38,0
30,2,261023,15,10,0,6,4,4,1,0,0,50,38,0
30,5,231043,8,11,2,10,0,4,1,0,0,40,38,0
30,2,340917,15,10,2,6,0,4,1,0,0,40,38,0
39,2,370795,11,9,4,0,4,2,0,0,0,40,38,0
39,0,209609,11,9,2,0,0,4,1,0,0,50,38,0
74,2,209454,4,3,2,13,0,2,1,0,0,40,38,0
25,2,88922,11,9,2,13,0,2,1,0,0,40,38,0
64,2,86972,15,10,0,3,4,4,0,0,0,40,38,0
37,2,134367,9,13,2,3,5,4,0,0,0,37,38,1
47,2,199058,11,9,2,2,0,4,1,0,0,40,38,1
33,2,183612,11,9,2,6,0,4,1,0,0,40,38,1
40,2,191982,8,11,0,9,4,4,0,0,0,40,38,1
22,2,514033,11,9,4,7,1,2,1,0,0,80,38,0
56,2,172364,11,9,2,6,0,4,1,0,0,40,38,0
37,2,190105,11,9,4,0,3,4,0,0,0,55,38,0
30,3,119422,15,10,2,3,0,4,1,0,0,70,38,0
20,2,236592,2,8,4,9,1,4,0,0,0,35,21,0
43,2,194636,9,13,2,2,0,4,1,0,0,48,38,1
23,2,235853,11,9,2,13,0,4,1,0,0,40,38,0
43,4,150528,11,9,2,2,0,4,1,0,0,30,38,0
30,2,213722,11,9,4,5,3,4,1,0,0,40,38,0
20,2,41432,15,10,4,0,3,4,0,0,0,46,38,0
22,2,285775,8,11,4,2,3,4,1,0,0,40,38,0
38,2,470663,9,13,4,3,1,4,1,0,0,50,38,0
54,4,114520,15,10,2,11,0,4,1,0,0,40,38,0
23,2,113466,11,9,4,2,1,4,1,0,0,40,38,0
46,2,224559,11,9,2,13,0,2,1,0,0,40,38,0
59,2,186385,0,6,2,6,0,4,1,0,0,40,38,0
41,1,384236,8,11,4,7,1,4,1,0,0,40,38,0
42,2,181265,8,11,2,13,0,4,1,0,0,48,38,0
58,2,190997,15,10,2,3,0,4,1,0,0,40,38,1
24,2,98287,11,9,2,11,0,4,1,0,0,50,38,0
39,2,103456,9,13,2,0,0,4,1,0,0,45,38,1
25,2,165622,12,14,4,11,1,4,1,0,0,55,38,0
29,2,101597,15,10,0,11,4,4,0,0,0,54,38,0
53,2,146378,4,3,2,2,0,4,1,0,0,40,38,0
63,1,152163,11,9,2,10,0,4,1,0,0,40,38,0
26,5,106812,8,11,0,3,1,4,0,0,0,38,38,0
45,2,187581,15,10,2,2,0,4,1,0,0,40,38,1
29,2,135296,8,11,4,0,3,4,0,0,0,40,38,0
51,2,210736,0,6,3,2,2,4,1,0,0,40,38,0
21,2,210165,6,5,3,5,3,4,1,0,0,40,38,0
38,2,224584,15,10,0,11,4,2,0,0,0,40,38,0
38,2,80771,9,13,2,9,5,4,0,0,0,40,38,1
46,2,164733,12,14,2,9,0,4,1,0,0,41,38,0
31,4,119411,9,13,0,3,4,4,1,0,0,60,38,1
68,1,177596,0,6,5,7,1,2,0,0,0,90,38,0
21,2,185251,11,9,4,11,3,4,1,0,0,40,38,0
44,2,173590,9,13,2,9,0,4,1,0,0,3,38,0
56,0,196307,10,16,2,9,0,4,1,0,0,40,38,1
21,2,51047,11,9,4,0,1,4,0,0,0,25,38,0
52,1,152795,15,10,2,2,0,4,1,0,0,40,38,0
51,4,121548,9,13,2,3,0,4,1,0,0,25,38,0
29,2,244566,11,9,0,6,4,4,1,0,0,40,38,0
36,2,75073,15,10,4,2,1,2,1,0,0,55,38,0
29,2,179008,11,9,2,4,0,4,1,0,0,55,38,0
21,2,170800,11,9,4,11,3,4,0,0,0,30,38,0
58,2,373344,3,2,2,4,0,4,1,0,0,40,38,0
37,2,127961,11,9,4,6,1,4,1,0,0,40,38,0
50,2,99392,15,10,0,2,1,2,0,0,0,45,38,0
30,2,392812,11,9,4,5,1,4,1,0,0,50,10,0
29,2,262478,11,9,4,4,3,2,1,0,0,30,38,0
48,4,32825,11,9,2,2,0,4,1,0,0,40,38,0
50,4,167380,5,4,2,4,0,4,1,0,0,40,38,0
39,2,203204,7,12,2,0,5,4,0,0,0,25,38,1
35,0,105138,14,15,2,9,0,4,1,0,0,55,38,0
24,2,182276,11,9,2,7,5,4,0,0,0,25,38,0
20,2,275385,11,9,4,5,2,4,1,0,0,45,38,0
30,4,292472,15,10,2,11,0,0,1,0,0,55,38,1
19,4,73514,11,9,4,0,3,1,0,0,0,30,38,0
26,2,199600,11,9,4,11,1,2,1,0,0,40,38,0
25,2,202560,15,10,4,7,1,4,0,0,0,40,38,0
33,2,99309,15,10,0,2,4,4,1,0,0,50,38,0
30,2,287986,15,10,4,5,1,4,1,0,0,40,38,0
30,2,119411,9,13,4,9,1,4,1,0,0,40,38,0
19,2,198668,5,4,4,7,1,4,0,0,0,40,38,0
23,2,117583,11,9,4,2,3,4,1,0,0,40,38,0
27,2,234664,15,10,2,9,0,4,1,0,0,40,38,1
39,5,176949,7,12,2,10,0,4,1,0,0,52,38,0
33,2,189710,5,4,2,4,0,4,1,0,0,45,25,0
65,2,205309,11,9,2,4,0,4,1,0,0,24,38,0
34,2,195576,9,13,2,3,0,4,1,0,0,50,38,1
20,2,216825,11,9,4,11,3,4,0,0,0,25,25,0
25,2,197036,0,6,4,2,3,4,1,0,0,40,38,0
31,2,206512,1,7,4,5,3,4,1,0,0,25,38,0
37,2,312766,11,9,0,7,1,4,0,0,0,40,38,0
31,2,124827,11,9,4,7,1,4,1,0,0,40,38,0
37,2,77820,9,13,2,3,0,4,1,0,0,50,38,1
45,2,190115,7,12,0,3,4,4,1,0,0,40,38,0
44,2,106682,11,9,2,11,0,4,1,0,0,60,38,0
32,1,42596,9,13,0,9,1,4,1,0,0,40,38,0
35,2,143058,11,9,2,6,0,4,1,0,0,60,38,1
53,2,102615,1,7,0,13,1,4,1,0,0,40,1,0
43,2,240124,8,11,2,2,0,4,1,0,0,40,38,0
30,2,132565,15,10,4,2,4,4,1,0,0,40,38,0
52,2,96359,10,16,2,3,0,4,1,0,0,57,38,1
20,2,165201,15,10,4,0,3,4,0,0,0,4,38,0
45,2,264526,7,12,0,6,3,4,1,0,0,40,38,0
28,2,37359,9,13,2,11,0,4,1,0,0,60,38,1
48,1,115497,15,10,2,3,0,4,1,0,0,40,38,0
32,2,157747,15,10,2,12,0,4,1,0,0,45,38,0
27,4,41099,11,9,4,2,1,4,1,0,0,30,38,0
38,2,472604,9,13,2,7,0,4,1,0,0,35,25,0
33,2,348618,4,3,3,13,4,3,1,0,0,20,7,0
43,2,135606,12,14,0,3,1,4,0,0,0,50,38,1
36,2,248445,11,9,5,13,2,4,1,0,0,60,25,0
38,2,112093,1,7,2,13,0,4,1,0,0,40,38,0
24,1,197552,11,9,4,12,1,4,0,0,0,40,38,0
22,2,303822,0,6,4,2,3,4,1,0,0,40,38,0
30,2,288566,9,13,4,7,1,4,1,0,0,40,38,0
39,5,239409,11,9,2,10,0,4,1,0,0,50,38,0
47,5,118447,9,13,2,9,0,4,1,0,0,60,38,1
46,2,234690,11,9,2,11,0,4,1,0,0,40,38,0
45,2,190482,11,9,0,6,4,4,1,0,0,40,38,0
55,2,381965,9,13,2,2,2,4,1,0,0,40,38,0
68,2,186943,11,9,2,2,0,4,1,0,0,8,38,0
39,2,142707,8,11,2,6,0,4,1,0,0,40,38,0
39,2,53447,11,9,0,4,1,4,0,0,0,40,38,0
37,2,127772,9,13,4,2,1,4,1,0,0,40,38,0
19,2,344414,15,10,4,13,3,4,1,0,0,40,38,0
20,2,194138,1,7,4,2,3,4,1,0,0,20,38,0
33,2,150154,15,10,2,2,0,4,1,0,0,40,38,0
21,2,306114,11,9,4,7,1,4,1,0,0,35,38,0
58,1,368797,12,14,6,9,4,4,1,0,0,35,38,1
43,3,175715,11,9,4,3,1,2,1,0,0,55,38,0
62,2,416829,1,7,5,7,1,2,0,0,0,21,38,0
21,2,350001,15,10,4,4,3,4,1,0,0,20,38,0
26,2,339952,15,10,2,3,0,4,1,0,0,60,38,0
27,2,114967,6,5,2,2,0,4,1,0,0,40,38,0
49,1,166039,11,9,0,7,4,4,0,0,0,40,38,0
28,2,250135,11,9,4,9,2,4,0,0,0,40,38,0
29,2,103628,15,10,2,0,5,4,0,0,0,40,38,1
58,2,430005,0,6,2,13,0,4,1,0,0,50,38,1
45,3,106517,11,9,0,3,1,4,0,0,0,40,38,0
47,4,162236,9,13,4,2,1,4,0,0,0,40,38,0
53,2,92430,11,9,2,2,0,4,1,0,0,40,38,1
47,2,169388,1,7,0,7,4,4,0,0,0,15,38,0
35,2,150057,15,10,2,3,0,4,1,0,0,40,38,1
43,2,75742,15,10,2,13,0,4,1,0,0,45,38,0
33,2,177675,9,13,2,3,0,4,1,0,0,50,10,1
49,1,193249,7,12,2,0,0,4,1,0,0,40,38,0
17,2,266072,0,6,4,7,1,4,1,0,0,20,7,0
25,2,339324,9,13,4,12,1,4,1,0,0,40,38,0
41,4,284086,8,11,0,11,1,4,1,0,0,60,38,0
31,2,206051,9,13,2,0,0,4,1,0,0,40,38,1
57,2,426263,12,14,0,3,4,4,1,0,0,40,38,1
40,2,277647,9,13,2,9,0,4,1,0,0,40,38,1
47,2,193061,15,10,0,3,1,4,1,0,0,60,38,0
50,2,121411,2,8,0,13,1,4,1,0,0,40,38,0
36,2,89202,9,13,4,9,3,4,1,0,0,50,38,0
17,2,232900,1,7,4,5,3,4,1,0,0,25,38,0
30,1,319280,11,9,2,10,0,4,1,0,0,40,38,1
42,2,193494,11,9,2,6,0,4,1,0,0,40,38,1
67,4,195066,11,9,2,4,0,4,1,0,0,50,38,0
36,2,99146,11,9,2,6,0,4,1,0,0,45,38,1
35,2,92028,12,14,2,3,0,4,1,0,0,50,38,1
27,2,174419,9,13,4,9,1,4,0,0,0,40,38,0
21,2,57916,5,4,4,6,3,4,1,0,0,40,38,0
46,2,383384,11,9,2,9,0,4,1,0,0,40,38,0
20,2,109813,1,7,4,12,2,4,1,0,0,40,38,0
17,2,174298,1,7,4,7,3,4,1,0,0,20,38,0
28,2,263614,9,13,2,3,0,4,1,0,0,40,38,1
33,2,96128,1,7,4,2,3,4,1,0,0,40,38,0
55,2,220262,11,9,0,11,1,4,0,0,0,40,38,0
55,4,35340,15,10,2,2,0,4,1,0,0,50,38,0
47,2,280483,11,9,5,2,4,2,0,0,0,40,38,0
29,2,351324,15,10,4,11,4,4,0,0,0,40,38,0
36,2,58602,4,3,4,7,1,4,1,0,0,35,38,0
37,2,64922,9,13,5,7,1,4,1,0,0,70,8,0
43,2,185832,15,10,2,6,0,4,1,0,0,48,38,1
39,0,32312,9,13,4,9,1,4,0,0,0,60,38,0
47,4,109421,9,13,2,3,0,4,1,0,0,50,38,0
42,2,183205,11,9,0,3,4,4,0,0,0,45,38,0
48,1,145886,9,13,0,9,4,4,0,0,0,60,38,0
27,2,244566,0,6,2,5,0,4,1,0,0,40,38,0
29,2,253801,11,9,2,2,0,4,1,0,0,40,6,0
22,2,181313,8,11,4,7,1,4,0,0,0,30,38,0
37,5,150566,11,9,5,2,1,4,1,0,0,44,38,0
38,2,237713,9,13,2,3,0,4,1,0,0,60,38,0
48,1,187969,12,14,0,9,4,4,0,0,0,80,38,0
46,4,224108,11,9,2,3,5,4,0,0,0,50,38,0
51,2,174754,11,9,4,7,1,2,0,0,0,38,38,0
